               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11888,             0.16017,                   0,           0.0021264,            0.059581,           0.0011299,          0.00027937,                   0,                   0,                   0,               1e-06,               1e-06,               1e-06
